product_id,date,price_usd
P00017,2025-02-01,41.48
P00017,2025-02-02,43.52
P00017,2025-02-03,41.6
P00017,2025-02-04,43.44
P00017,2025-02-05,44.4
P00017,2025-02-06,37.84
P00017,2025-02-07,37.62
P00018,2025-02-01,171.84
P00018,2025-02-02,169.49
P00018,2025-02-03,162.27
P00018,2025-02-04,146.59
P00018,2025-02-05,143.39
P00018,2025-02-06,125.08
P00018,2025-02-07,117.19
P00019,2025-02-01,230.44
P00019,2025-02-02,216.79
P00019,2025-02-03,225.63
P00019,2025-02-04,231.31
P00019,2025-02-05,208.8
P00019,2025-02-06,198.38
P00019,2025-02-07,175.71
P00020,2025-02-01,25.85
P00020,2025-02-02,26.69
P00020,2025-02-03,27.33
P00020,2025-02-04,24.86
P00020,2025-02-05,24.31
P00020,2025-02-06,23.62
P00020,2025-02-07,20.8
P00021,2025-02-01,171.49
P00021,2025-02-02,171.92
P00021,2025-02-03,164.68
P00021,2025-02-04,165.62
P00021,2025-02-05,158.34
P00021,2025-02-06,134.61
P00021,2025-02-07,123.15
P00022,2025-02-01,119.77
P00022,2025-02-02,102.27
P00022,2025-02-03,105.93
P00022,2025-02-04,108.66
P00022,2025-02-05,110.43
P00022,2025-02-06,100.66
P00022,2025-02-07,86.73
P00023,2025-02-01,39.51
P00023,2025-02-02,40.52
P00023,2025-02-03,42.12
P00023,2025-02-04,36.52
P00023,2025-02-05,34.59
P00023,2025-02-06,29.88
P00023,2025-02-07,29.94
P00024,2025-02-01,43.88
P00024,2025-02-02,44.02
P00024,2025-02-03,38.55
P00024,2025-02-04,36.43
P00024,2025-02-05,34.97
P00024,2025-02-06,31.58
P00024,2025-02-07,32.35
P00025,2025-02-01,212.77
P00025,2025-02-02,198.86
P00025,2025-02-03,177.45
P00025,2025-02-04,169.97
P00025,2025-02-05,169.29
P00025,2025-02-06,150.71
P00025,2025-02-07,137.5
P00026,2025-02-01,120.28
P00026,2025-02-02,126.18
P00026,2025-02-03,123.65
P00026,2025-02-04,115.94
P00026,2025-02-05,110.55
P00026,2025-02-06,96.64
P00026,2025-02-07,86.49
P00027,2025-02-01,62.33
P00027,2025-02-02,57.2
P00027,2025-02-03,55.35
P00027,2025-02-04,49.59
P00027,2025-02-05,44.34
P00027,2025-02-06,38.32
P00027,2025-02-07,37.41
P00028,2025-02-01,213.54
P00028,2025-02-02,191.29
P00028,2025-02-03,197.24
P00028,2025-02-04,201.56
P00028,2025-02-05,174.18
P00028,2025-02-06,156.34
P00028,2025-02-07,153.81
P00029,2025-02-01,55.98
P00029,2025-02-02,49.98
P00029,2025-02-03,43.81
P00029,2025-02-04,45.44
P00029,2025-02-05,43.81
P00029,2025-02-06,41.38
P00029,2025-02-07,41.67
P00030,2025-02-01,233.74
P00030,2025-02-02,236.43
P00030,2025-02-03,209.97
P00030,2025-02-04,182.55
P00030,2025-02-05,170.91
P00030,2025-02-06,159.75
P00030,2025-02-07,150.71
P00031,2025-02-01,247.03
P00031,2025-02-02,246.0
P00031,2025-02-03,242.23
P00031,2025-02-04,253.57
P00031,2025-02-05,220.53
P00031,2025-02-06,205.21
P00031,2025-02-07,188.35
P00032,2025-02-01,90.99
P00032,2025-02-02,93.02
P00032,2025-02-03,83.69
P00032,2025-02-04,74.32
P00032,2025-02-05,69.84
P00032,2025-02-06,65.26
P00032,2025-02-07,59.11
P00033,2025-02-01,173.49
P00033,2025-02-02,156.13
P00033,2025-02-03,161.54
P00033,2025-02-04,151.63
P00033,2025-02-05,155.01
P00033,2025-02-06,148.82
P00033,2025-02-07,128.0
P00034,2025-02-01,43.87
P00034,2025-02-02,46.06
P00034,2025-02-03,46.85
P00034,2025-02-04,48.9
P00034,2025-02-05,50.62
P00034,2025-02-06,51.62
P00034,2025-02-07,45.59
P00035,2025-02-01,164.33
P00035,2025-02-02,155.64
P00035,2025-02-03,138.95
P00035,2025-02-04,129.25
P00035,2025-02-05,111.38
P00035,2025-02-06,103.12
P00035,2025-02-07,107.97
P00036,2025-02-01,91.0
P00036,2025-02-02,82.18
P00036,2025-02-03,82.74
P00036,2025-02-04,77.86
P00036,2025-02-05,72.77
P00036,2025-02-06,75.79
P00036,2025-02-07,79.51
P00037,2025-02-01,45.34
P00037,2025-02-02,43.58
P00037,2025-02-03,43.3
P00037,2025-02-04,38.15
P00037,2025-02-05,34.69
P00037,2025-02-06,36.21
P00037,2025-02-07,34.97
P00038,2025-02-01,114.35
P00038,2025-02-02,109.6
P00038,2025-02-03,109.56
P00038,2025-02-04,94.38
P00038,2025-02-05,91.25
P00038,2025-02-06,86.74
P00038,2025-02-07,88.52
P00039,2025-02-01,235.03
P00039,2025-02-02,207.18
P00039,2025-02-03,215.91
P00039,2025-02-04,186.98
P00039,2025-02-05,165.88
P00039,2025-02-06,160.74
P00039,2025-02-07,158.34
P00040,2025-02-01,106.68
P00040,2025-02-02,95.7
P00040,2025-02-03,83.64
P00040,2025-02-04,85.99
P00040,2025-02-05,77.33
P00040,2025-02-06,74.93
P00040,2025-02-07,72.97
P00041,2025-02-01,75.27
P00041,2025-02-02,70.29
P00041,2025-02-03,67.95
P00041,2025-02-04,64.86
P00041,2025-02-05,67.26
P00041,2025-02-06,59.92
P00041,2025-02-07,59.51
P00042,2025-02-01,232.46
P00042,2025-02-02,208.69
P00042,2025-02-03,193.91
P00042,2025-02-04,190.87
P00042,2025-02-05,173.69
P00042,2025-02-06,158.62
P00042,2025-02-07,158.68
P00043,2025-02-01,233.03
P00043,2025-02-02,201.46
P00043,2025-02-03,189.71
P00043,2025-02-04,199.14
P00043,2025-02-05,208.94
P00043,2025-02-06,180.66
P00043,2025-02-07,161.26
P00044,2025-02-01,203.54
P00044,2025-02-02,183.8
P00044,2025-02-03,190.54
P00044,2025-02-04,195.53
P00044,2025-02-05,200.59
P00044,2025-02-06,185.33
P00044,2025-02-07,163.38
P00045,2025-02-01,148.31
P00045,2025-02-02,150.79
P00045,2025-02-03,149.39
P00045,2025-02-04,145.26
P00045,2025-02-05,152.15
P00045,2025-02-06,149.23
P00045,2025-02-07,127.08
P00046,2025-02-01,168.39
P00046,2025-02-02,170.65
P00046,2025-02-03,155.27
P00046,2025-02-04,152.58
P00046,2025-02-05,158.35
P00046,2025-02-06,138.85
P00046,2025-02-07,121.23
P00047,2025-02-01,68.38
P00047,2025-02-02,59.59
P00047,2025-02-03,57.24
P00047,2025-02-04,51.77
P00047,2025-02-05,50.27
P00047,2025-02-06,49.94
P00047,2025-02-07,44.48
P00048,2025-02-01,86.02
P00048,2025-02-02,84.03
P00048,2025-02-03,75.86
P00048,2025-02-04,71.89
P00048,2025-02-05,74.12
P00048,2025-02-06,75.54
P00048,2025-02-07,65.6
P00049,2025-02-01,237.7
P00049,2025-02-02,222.18
P00049,2025-02-03,201.15
P00049,2025-02-04,171.12
P00049,2025-02-05,171.84
P00049,2025-02-06,167.96
P00049,2025-02-07,151.57
P00050,2025-02-01,238.42
P00050,2025-02-02,238.0
P00050,2025-02-03,228.56
P00050,2025-02-04,213.83
P00050,2025-02-05,182.17
P00050,2025-02-06,157.59
P00050,2025-02-07,161.79
P00051,2025-02-01,211.14
P00051,2025-02-02,217.64
P00051,2025-02-03,208.74
P00051,2025-02-04,212.27
P00051,2025-02-05,205.16
P00051,2025-02-06,180.46
P00051,2025-02-07,157.99
P00052,2025-02-01,26.32
P00052,2025-02-02,23.99
P00052,2025-02-03,24.7
P00052,2025-02-04,24.93
P00052,2025-02-05,25.48
P00052,2025-02-06,26.24
P00052,2025-02-07,23.41
P00053,2025-02-01,159.34
P00053,2025-02-02,143.39
P00053,2025-02-03,124.83
P00053,2025-02-04,125.58
P00053,2025-02-05,128.95
P00053,2025-02-06,120.09
P00053,2025-02-07,116.98
P00054,2025-02-01,251.09
P00054,2025-02-02,221.19
P00054,2025-02-03,229.15
P00054,2025-02-04,234.4
P00054,2025-02-05,245.0
P00054,2025-02-06,247.98
P00054,2025-02-07,254.5
P00055,2025-02-01,75.85
P00055,2025-02-02,64.85
P00055,2025-02-03,64.68
P00055,2025-02-04,59.28
P00055,2025-02-05,61.42
P00055,2025-02-06,62.06
P00055,2025-02-07,63.48
P00056,2025-02-01,80.25
P00056,2025-02-02,81.23
P00056,2025-02-03,73.38
P00056,2025-02-04,73.93
P00056,2025-02-05,64.44
P00056,2025-02-06,66.01
P00056,2025-02-07,67.44
P00057,2025-02-01,33.25
P00057,2025-02-02,29.74
P00057,2025-02-03,30.14
P00057,2025-02-04,28.39
P00057,2025-02-05,25.86
P00057,2025-02-06,26.09
P00057,2025-02-07,23.36
P00058,2025-02-01,161.17
P00058,2025-02-02,137.76
P00058,2025-02-03,122.42
P00058,2025-02-04,112.09
P00058,2025-02-05,114.65
P00058,2025-02-06,119.62
P00058,2025-02-07,108.35
P00059,2025-02-01,236.25
P00059,2025-02-02,231.12
P00059,2025-02-03,214.93
P00059,2025-02-04,224.87
P00059,2025-02-05,215.26
P00059,2025-02-06,223.41
P00059,2025-02-07,195.05
P00060,2025-02-01,183.15
P00060,2025-02-02,191.22
P00060,2025-02-03,169.37
P00060,2025-02-04,176.57
P00060,2025-02-05,159.46
P00060,2025-02-06,139.0
P00060,2025-02-07,130.23
P00061,2025-02-01,167.48
P00061,2025-02-02,166.76
P00061,2025-02-03,152.21
P00061,2025-02-04,147.83
P00061,2025-02-05,140.78
P00061,2025-02-06,130.51
P00061,2025-02-07,125.98
P00062,2025-02-01,102.03
P00062,2025-02-02,91.92
P00062,2025-02-03,91.16
P00062,2025-02-04,77.52
P00062,2025-02-05,80.24
P00062,2025-02-06,76.85
P00062,2025-02-07,76.38
P00063,2025-02-01,41.28
P00063,2025-02-02,41.21
P00063,2025-02-03,40.56
P00063,2025-02-04,37.43
P00063,2025-02-05,32.34
P00063,2025-02-06,31.79
P00063,2025-02-07,29.12
P00064,2025-02-01,17.84
P00064,2025-02-02,16.28
P00064,2025-02-03,16.6
P00064,2025-02-04,16.5
P00064,2025-02-05,15.02
P00064,2025-02-06,13.7
P00064,2025-02-07,12.76
P00065,2025-02-01,193.58
P00065,2025-02-02,180.12
P00065,2025-02-03,163.75
P00065,2025-02-04,143.36
P00065,2025-02-05,133.91
P00065,2025-02-06,139.01
P00065,2025-02-07,136.99
P00066,2025-02-01,188.34
P00066,2025-02-02,194.1
P00066,2025-02-03,188.88
P00066,2025-02-04,171.92
P00066,2025-02-05,164.97
P00066,2025-02-06,140.24
P00066,2025-02-07,127.25
P00067,2025-02-01,208.54
P00067,2025-02-02,195.19
P00067,2025-02-03,188.55
P00067,2025-02-04,184.96
P00067,2025-02-05,174.42
P00067,2025-02-06,163.68
P00067,2025-02-07,146.12
P00068,2025-02-01,135.73
P00068,2025-02-02,128.22
P00068,2025-02-03,132.1
P00068,2025-02-04,133.32
P00068,2025-02-05,117.85
P00068,2025-02-06,102.17
P00068,2025-02-07,97.38
P00069,2025-02-01,184.93
P00069,2025-02-02,180.6
P00069,2025-02-03,165.62
P00069,2025-02-04,167.89
P00069,2025-02-05,167.93
P00069,2025-02-06,165.34
P00069,2025-02-07,147.97
P00070,2025-02-01,155.68
P00070,2025-02-02,138.53
P00070,2025-02-03,118.43
P00070,2025-02-04,106.46
P00070,2025-02-05,100.61
P00070,2025-02-06,102.62
P00070,2025-02-07,88.72
P00071,2025-02-01,99.64
P00071,2025-02-02,92.95
P00071,2025-02-03,90.71
P00071,2025-02-04,80.63
P00071,2025-02-05,79.76
P00071,2025-02-06,75.68
P00071,2025-02-07,68.02
P00072,2025-02-01,167.7
P00072,2025-02-02,164.55
P00072,2025-02-03,140.05
P00072,2025-02-04,140.08
P00072,2025-02-05,140.64
P00072,2025-02-06,122.54
P00072,2025-02-07,114.58
P00073,2025-02-01,201.98
P00073,2025-02-02,178.79
P00073,2025-02-03,186.23
P00073,2025-02-04,177.59
P00073,2025-02-05,152.74
P00073,2025-02-06,137.44
P00073,2025-02-07,140.14
P00074,2025-02-01,173.41
P00074,2025-02-02,163.23
P00074,2025-02-03,164.91
P00074,2025-02-04,162.19
P00074,2025-02-05,169.91
P00074,2025-02-06,164.66
P00074,2025-02-07,171.25
P00075,2025-02-01,71.49
P00075,2025-02-02,73.51
P00075,2025-02-03,71.49
P00075,2025-02-04,71.05
P00075,2025-02-05,67.57
P00075,2025-02-06,68.66
P00075,2025-02-07,65.88
P00076,2025-02-01,189.1
P00076,2025-02-02,194.67
P00076,2025-02-03,194.42
P00076,2025-02-04,183.71
P00076,2025-02-05,165.68
P00076,2025-02-06,149.02
P00076,2025-02-07,145.67
P00077,2025-02-01,178.92
P00077,2025-02-02,179.49
P00077,2025-02-03,171.28
P00077,2025-02-04,167.06
P00077,2025-02-05,151.18
P00077,2025-02-06,130.85
P00077,2025-02-07,118.7
P00078,2025-02-01,142.81
P00078,2025-02-02,129.15
P00078,2025-02-03,118.04
P00078,2025-02-04,113.09
P00078,2025-02-05,99.26
P00078,2025-02-06,88.96
P00078,2025-02-07,87.96
P00079,2025-02-01,240.7
P00079,2025-02-02,238.6
P00079,2025-02-03,205.88
P00079,2025-02-04,191.78
P00079,2025-02-05,183.83
P00079,2025-02-06,171.54
P00079,2025-02-07,152.91
P00080,2025-02-01,219.6
P00080,2025-02-02,205.11
P00080,2025-02-03,211.46
P00080,2025-02-04,204.44
P00080,2025-02-05,202.21
P00080,2025-02-06,206.53
P00080,2025-02-07,207.17
P00081,2025-02-01,73.49
P00081,2025-02-02,68.06
P00081,2025-02-03,57.93
P00081,2025-02-04,53.32
P00081,2025-02-05,53.36
P00081,2025-02-06,54.46
P00081,2025-02-07,56.68
P00082,2025-02-01,168.07
P00082,2025-02-02,156.94
P00082,2025-02-03,156.86
P00082,2025-02-04,150.46
P00082,2025-02-05,146.04
P00082,2025-02-06,130.58
P00082,2025-02-07,116.72
P00083,2025-02-01,19.64
P00083,2025-02-02,18.41
P00083,2025-02-03,15.76
P00083,2025-02-04,14.46
P00083,2025-02-05,14.26
P00083,2025-02-06,13.27
P00083,2025-02-07,11.72
P00084,2025-02-01,130.45
P00084,2025-02-02,123.08
P00084,2025-02-03,107.76
P00084,2025-02-04,105.01
P00084,2025-02-05,89.82
P00084,2025-02-06,83.43
P00084,2025-02-07,80.33
P00085,2025-02-01,205.69
P00085,2025-02-02,175.95
P00085,2025-02-03,172.18
P00085,2025-02-04,151.03
P00085,2025-02-05,142.32
P00085,2025-02-06,122.4
P00085,2025-02-07,113.32
P00086,2025-02-01,89.51
P00086,2025-02-02,79.87
P00086,2025-02-03,73.11
P00086,2025-02-04,73.27
P00086,2025-02-05,67.84
P00086,2025-02-06,67.87
P00086,2025-02-07,68.98
P00087,2025-02-01,152.39
P00087,2025-02-02,137.22
P00087,2025-02-03,118.88
P00087,2025-02-04,101.51
P00087,2025-02-05,97.23
P00087,2025-02-06,102.09
P00087,2025-02-07,93.92
P00088,2025-02-01,140.8
P00088,2025-02-02,137.99
P00088,2025-02-03,138.85
P00088,2025-02-04,136.12
P00088,2025-02-05,136.24
P00088,2025-02-06,141.68
P00088,2025-02-07,126.08
P00089,2025-02-01,98.44
P00089,2025-02-02,84.08
P00089,2025-02-03,74.03
P00089,2025-02-04,64.79
P00089,2025-02-05,63.75
P00089,2025-02-06,61.38
P00089,2025-02-07,54.85
P00090,2025-02-01,212.19
P00090,2025-02-02,210.05
P00090,2025-02-03,210.76
P00090,2025-02-04,186.22
P00090,2025-02-05,180.9
P00090,2025-02-06,180.82
P00090,2025-02-07,157.84
P00091,2025-02-01,150.69
P00091,2025-02-02,152.78
P00091,2025-02-03,159.34
P00091,2025-02-04,138.88
P00091,2025-02-05,118.76
P00091,2025-02-06,108.36
P00091,2025-02-07,106.79
P00092,2025-02-01,172.17
P00092,2025-02-02,179.34
P00092,2025-02-03,166.67
P00092,2025-02-04,165.5
P00092,2025-02-05,143.19
P00092,2025-02-06,141.49
P00092,2025-02-07,138.02
P00093,2025-02-01,58.0
P00093,2025-02-02,50.48
P00093,2025-02-03,50.71
P00093,2025-02-04,51.73
P00093,2025-02-05,50.18
P00093,2025-02-06,43.87
P00093,2025-02-07,45.92
P00094,2025-02-01,79.63
P00094,2025-02-02,80.15
P00094,2025-02-03,73.69
P00094,2025-02-04,68.95
P00094,2025-02-05,63.72
P00094,2025-02-06,60.61
P00094,2025-02-07,55.65
P00095,2025-02-01,90.95
P00095,2025-02-02,92.76
P00095,2025-02-03,94.1
P00095,2025-02-04,81.97
P00095,2025-02-05,85.43
P00095,2025-02-06,83.48
P00095,2025-02-07,84.79
P00096,2025-02-01,188.11
P00096,2025-02-02,186.5
P00096,2025-02-03,174.77
P00096,2025-02-04,174.2
P00096,2025-02-05,181.71
P00096,2025-02-06,164.27
P00096,2025-02-07,166.18
P00097,2025-02-01,82.44
P00097,2025-02-02,78.95
P00097,2025-02-03,74.74
P00097,2025-02-04,70.04
P00097,2025-02-05,69.77
P00097,2025-02-06,63.05
P00097,2025-02-07,64.33
P00098,2025-02-01,146.81
P00098,2025-02-02,149.18
P00098,2025-02-03,129.39
P00098,2025-02-04,132.8
P00098,2025-02-05,119.36
P00098,2025-02-06,112.55
P00098,2025-02-07,109.41
P00099,2025-02-01,35.15
P00099,2025-02-02,32.54
P00099,2025-02-03,27.85
P00099,2025-02-04,28.41
P00099,2025-02-05,25.18
P00099,2025-02-06,22.47
P00099,2025-02-07,22.68
P00100,2025-02-01,166.09
P00100,2025-02-02,152.48
P00100,2025-02-03,156.45
P00100,2025-02-04,154.92
P00100,2025-02-05,140.24
P00100,2025-02-06,119.49
P00100,2025-02-07,124.22
P00101,2025-02-01,239.44
P00101,2025-02-02,207.62
P00101,2025-02-03,206.38
P00101,2025-02-04,195.59
P00101,2025-02-05,195.91
P00101,2025-02-06,193.58
P00101,2025-02-07,189.55
P00102,2025-02-01,219.55
P00102,2025-02-02,208.17
P00102,2025-02-03,209.96
P00102,2025-02-04,182.37
P00102,2025-02-05,163.1
P00102,2025-02-06,161.2
P00102,2025-02-07,146.89
P00103,2025-02-01,82.08
P00103,2025-02-02,79.31
P00103,2025-02-03,74.92
P00103,2025-02-04,71.64
P00103,2025-02-05,66.99
P00103,2025-02-06,66.94
P00103,2025-02-07,61.33
P00104,2025-02-01,36.73
P00104,2025-02-02,36.38
P00104,2025-02-03,32.89
P00104,2025-02-04,29.61
P00104,2025-02-05,25.88
P00104,2025-02-06,22.99
P00104,2025-02-07,20.09
P00105,2025-02-01,199.64
P00105,2025-02-02,191.09
P00105,2025-02-03,191.56
P00105,2025-02-04,169.92
P00105,2025-02-05,151.79
P00105,2025-02-06,143.72
P00105,2025-02-07,142.99
P00106,2025-02-01,169.1
P00106,2025-02-02,176.76
P00106,2025-02-03,168.79
P00106,2025-02-04,153.02
P00106,2025-02-05,133.14
P00106,2025-02-06,118.34
P00106,2025-02-07,105.97
P00107,2025-02-01,160.86
P00107,2025-02-02,142.5
P00107,2025-02-03,121.53
P00107,2025-02-04,116.28
P00107,2025-02-05,105.22
P00107,2025-02-06,109.94
P00107,2025-02-07,105.62
P00108,2025-02-01,77.18
P00108,2025-02-02,76.37
P00108,2025-02-03,66.84
P00108,2025-02-04,68.42
P00108,2025-02-05,64.87
P00108,2025-02-06,66.46
P00108,2025-02-07,64.12
P00109,2025-02-01,29.2
P00109,2025-02-02,27.56
P00109,2025-02-03,25.85
P00109,2025-02-04,22.93
P00109,2025-02-05,19.73
P00109,2025-02-06,20.48
P00109,2025-02-07,19.36
P00110,2025-02-01,169.46
P00110,2025-02-02,171.9
P00110,2025-02-03,159.89
P00110,2025-02-04,138.28
P00110,2025-02-05,134.95
P00110,2025-02-06,116.15
P00110,2025-02-07,102.19
P00111,2025-02-01,183.91
P00111,2025-02-02,177.03
P00111,2025-02-03,161.23
P00111,2025-02-04,169.1
P00111,2025-02-05,147.74
P00111,2025-02-06,148.17
P00111,2025-02-07,143.91
P00112,2025-02-01,248.92
P00112,2025-02-02,250.95
P00112,2025-02-03,224.63
P00112,2025-02-04,214.41
P00112,2025-02-05,201.57
P00112,2025-02-06,189.18
P00112,2025-02-07,193.35
P00113,2025-02-01,208.36
P00113,2025-02-02,218.36
P00113,2025-02-03,198.94
P00113,2025-02-04,193.81
P00113,2025-02-05,188.37
P00113,2025-02-06,188.0
P00113,2025-02-07,195.43
P00114,2025-02-01,196.09
P00114,2025-02-02,174.83
P00114,2025-02-03,155.98
P00114,2025-02-04,153.19
P00114,2025-02-05,135.02
P00114,2025-02-06,119.46
P00114,2025-02-07,103.33
P00115,2025-02-01,222.07
P00115,2025-02-02,188.88
P00115,2025-02-03,177.57
P00115,2025-02-04,172.02
P00115,2025-02-05,156.24
P00115,2025-02-06,140.04
P00115,2025-02-07,138.83
P00116,2025-02-01,166.32
P00116,2025-02-02,164.76
P00116,2025-02-03,155.01
P00116,2025-02-04,153.07
P00116,2025-02-05,158.39
P00116,2025-02-06,159.59
P00116,2025-02-07,155.6
P00117,2025-02-01,246.37
P00117,2025-02-02,241.99
P00117,2025-02-03,250.88
P00117,2025-02-04,234.58
P00117,2025-02-05,224.94
P00117,2025-02-06,220.33
P00117,2025-02-07,227.31
P00118,2025-02-01,148.69
P00118,2025-02-02,150.97
P00118,2025-02-03,130.48
P00118,2025-02-04,115.24
P00118,2025-02-05,105.04
P00118,2025-02-06,105.02
P00118,2025-02-07,101.22
P00119,2025-02-01,89.54
P00119,2025-02-02,81.28
P00119,2025-02-03,71.11
P00119,2025-02-04,70.24
P00119,2025-02-05,69.53
P00119,2025-02-06,72.21
P00119,2025-02-07,68.61
P00120,2025-02-01,157.51
P00120,2025-02-02,149.44
P00120,2025-02-03,129.43
P00120,2025-02-04,111.05
P00120,2025-02-05,103.99
P00120,2025-02-06,95.1
P00120,2025-02-07,85.6
P00121,2025-02-01,130.11
P00121,2025-02-02,112.97
P00121,2025-02-03,117.76
P00121,2025-02-04,119.78
P00121,2025-02-05,115.59
P00121,2025-02-06,120.23
P00121,2025-02-07,126.23
P00122,2025-02-01,41.43
P00122,2025-02-02,40.79
P00122,2025-02-03,36.87
P00122,2025-02-04,31.64
P00122,2025-02-05,31.68
P00122,2025-02-06,29.91
P00122,2025-02-07,29.32
P00123,2025-02-01,94.84
P00123,2025-02-02,97.99
P00123,2025-02-03,86.85
P00123,2025-02-04,83.99
P00123,2025-02-05,82.05
P00123,2025-02-06,77.81
P00123,2025-02-07,67.56
P00124,2025-02-01,200.41
P00124,2025-02-02,184.3
P00124,2025-02-03,168.94
P00124,2025-02-04,166.24
P00124,2025-02-05,169.82
P00124,2025-02-06,155.55
P00124,2025-02-07,153.8
P00125,2025-02-01,194.76
P00125,2025-02-02,176.77
P00125,2025-02-03,183.67
P00125,2025-02-04,186.01
P00125,2025-02-05,178.57
P00125,2025-02-06,168.03
P00125,2025-02-07,153.4
P00126,2025-02-01,236.73
P00126,2025-02-02,216.53
P00126,2025-02-03,226.07
P00126,2025-02-04,210.43
P00126,2025-02-05,200.52
P00126,2025-02-06,210.07
P00126,2025-02-07,206.19
P00127,2025-02-01,181.04
P00127,2025-02-02,173.53
P00127,2025-02-03,161.84
P00127,2025-02-04,143.64
P00127,2025-02-05,132.49
P00127,2025-02-06,132.66
P00127,2025-02-07,129.35
P00128,2025-02-01,169.74
P00128,2025-02-02,170.08
P00128,2025-02-03,151.49
P00128,2025-02-04,145.41
P00128,2025-02-05,150.58
P00128,2025-02-06,141.19
P00128,2025-02-07,139.73
P00129,2025-02-01,198.67
P00129,2025-02-02,173.69
P00129,2025-02-03,181.44
P00129,2025-02-04,176.32
P00129,2025-02-05,158.31
P00129,2025-02-06,139.58
P00129,2025-02-07,134.02
P00130,2025-02-01,118.29
P00130,2025-02-02,113.61
P00130,2025-02-03,98.69
P00130,2025-02-04,103.47
P00130,2025-02-05,106.84
P00130,2025-02-06,100.67
P00130,2025-02-07,87.93
P00131,2025-02-01,42.41
P00131,2025-02-02,43.11
P00131,2025-02-03,40.94
P00131,2025-02-04,40.67
P00131,2025-02-05,38.71
P00131,2025-02-06,35.02
P00131,2025-02-07,35.61
P00132,2025-02-01,148.57
P00132,2025-02-02,155.41
P00132,2025-02-03,139.67
P00132,2025-02-04,134.12
P00132,2025-02-05,124.29
P00132,2025-02-06,128.56
P00132,2025-02-07,122.34
P00133,2025-02-01,158.13
P00133,2025-02-02,162.22
P00133,2025-02-03,165.92
P00133,2025-02-04,150.2
P00133,2025-02-05,151.4
P00133,2025-02-06,141.25
P00133,2025-02-07,146.46
